,review,clean_text_stopward,clean_text,dominant_topic
772,"It has a drive-thru and has a regular-priced menu versus the rock and roll nearby. ξThat definitely earns 4 stars from me.Good morning, breakfast dollar menu!","It drive-thru regular-priced menu versus rock roll nearby. ξThat definitely earns 4 stars me.Good morning, breakfast dollar menu!",drive thru regular priced menu versus rock roll nearby ξthat definitely earns star good morning breakfast dollar menu,2
773,"WOW. Have you ever wondered what it would be like to eat at the cafeteria of an insane asylum? ξJust come to this lovely eatery for a meal and your wish will be granted. ξThere are more derelict and eccentric clientele at this McDonald's location than in the rest of downtown Chicago - in fact, this might be their home base. ξTo be honest, I am stumped as to how this place continues to operate. ξThey just let the crazies run amok inside, screaming obscenities and rambling on about who knows what. ξTo get a taste just walk by, there is generally a decent collection of nut-jobs outside as well.I wonder how many people have died in this McDonald's?","WOW. Have ever wondered would like eat cafeteria insane asylum? ξJust come lovely eatery meal wish granted. ξThere derelict eccentric clientele McDonald's location rest downtown Chicago - fact, might home base. ξTo honest, I stumped place continues operate. ξThey let crazies run amok inside, screaming obscenities rambling knows what. ξTo get taste walk by, generally decent collection nut-jobs outside well.I wonder many people died McDonald's?",wow ever wondered would like eat cafeteria insane asylum ξjust come lovely eatery meal wish granted ξthere derelict eccentric clientele mcdonald location rest downtown chicago fact might home base ξto honest stumped place continues operate ξthey let crazy run amok inside screaming obscenity rambling know ξto get taste walk generally decent collection nut job outside well wonder many people died mcdonald,9
774,"There is a reason we call this ""Poopy McDonald's.""Actually, there are two reasons for that & one for the moniker ""Sweet Tea Roach McDonald's.""True stories, all three.","There reason call ""Poopy McDonald's.""Actually, two reasons & one moniker ""Sweet Tea Roach McDonald's.""True stories, three.",reason call poopy mcdonald actually two reason one moniker sweet tea roach mcdonald true story three,0
775,"Worst shamrock shake ever. The new shakes are brutal. They didn't even do a good job of mixing in the mint stuff with the regular shake. The result was a chalky mix with only small pockets of mint. Ended up tossing it out after a few sips. No comment on the rest of the food here - in the past it has been average. Have to agree that this location has turned into a homeless-hangout meets tourist pits-stop. If you are neither homeless or from outside of Cook County, then you should find another spot.","Worst shamrock shake ever. The new shakes brutal. They even good job mixing mint stuff regular shake. The result chalky mix small pockets mint. Ended tossing sips. No comment rest food - past average. Have agree location turned homeless-hangout meets tourist pits-stop. If neither homeless outside Cook County, find another spot.",worst shamrock shake ever new shake brutal even good job mixing mint stuff regular shake result chalky mix small pocket mint ended tossing sip comment rest food past average agree location turned homeless hangout meet tourist pit stop neither homeless outside cook county find another spot,8
776,"They got the 3rd star just cuz of the efficiency of the dual-lane drive thru. Inside is a whole other story... just dont go inside... lets leave it at that. And if you must, watch your wallet and/or your purse.","They got 3rd star cuz efficiency dual-lane drive thru. Inside whole story... dont go inside... lets leave that. And must, watch wallet and/or purse.",got rd star cuz efficiency dual lane drive thru inside whole story dont go inside let leave must watch wallet purse,8
777,"This place hands-down wins an award for efficiency... or lack thereof. Came here on a night where it was not busy. There were about 3 or 4 C-grade hooligans patrons who also had a craving for some dollar menu items. I ordered the dollar pop and it took the 30 or so employees behind the counter 10 minutes to take my order of a ""large coke"" then get me a cup of... A&W Root Beer. ξThe thing that perplexes me the most is that they have a self service fountain machine...","This place hands-down wins award efficiency... lack thereof. Came night busy. There 3 4 C-grade hooligans patrons also craving dollar menu items. I ordered dollar pop took 30 employees behind counter 10 minutes take order ""large coke"" get cup of... A&W Root Beer. ξThe thing perplexes self service fountain machine...",place hand win award efficiency lack thereof came night busy c grade hooligan patron also craving dollar menu item ordered dollar pop took employee behind counter minute take order large coke get cup w root beer ξthe thing perplexes self service fountain machine,7
778,"This is quite a lovely McD's. Their chicken nuggets taste like pizzas! Also, they have a usually kind and friendly staff. I could charge my phone there once, no problem. Only reason I'm leaving 4-stars is because someone grabbed my meal when I was in the bathroom and they were calling the numbers, and of course, it was better than the McDonalds up near Addison at 12am, which was super packed. Also, in comparison to other McDonalds, good-average staffs.","This quite lovely McD's. Their chicken nuggets taste like pizzas! Also, usually kind friendly staff. I could charge phone once, problem. Only reason I'm leaving 4-stars someone grabbed meal I bathroom calling numbers, course, better McDonalds near Addison 12am, super packed. Also, comparison McDonalds, good-average staffs.",quite lovely mcd chicken nugget taste like pizza also usually kind friendly staff could charge phone problem reason leaving star someone grabbed meal bathroom calling number course better mcdonalds near addison super packed also comparison mcdonalds good average staff,2
779,"It's a newly remodeled location looks updated af! Service could be better, counter staff has a bugh humbug look on the face!Ain't no self service pop machine no more.The chicken nuggets are not even warm...wtf Ronald !","It's newly remodeled location looks updated af! Service could better, counter staff bugh humbug look face!Ain't self service pop machine more.The chicken nuggets even warm...wtf Ronald !",newly remodeled location look updated af service could better counter staff bugh humbug look face self service pop machine chicken nugget even warm wtf ronald,2
780,"Logan Square doesn't have a lot to offer in the fast food lane, but when push comes to shove at least McDonald's is a decent go-to, right? This McDonald's lives in this world of hipster laissez-fair attitude, so when something is wrong, the answer here is ""too bad."" I went to this McDonald's the other night with my mom and ordered about $16 worth of food including two McFlurrys or soft serve with toppings dumped on top, stale chicken nuggets and 2 Diet Cokes. Only halfway through our meal did my mom notice her drink tasted funny... She looked at her receipt and saw the cashier made one drink a Coke Zero. I went to the counter for her and told Samantha, the manager, that the drink was wrong and I'd like a Diet Coke. She said the drink was half empty and I'd have to buy a new one. The shock on my face washed over her like she was a piece of smooth sea glass. My mom also tried to reason with her - ""Shouldn't the customer get what they actually ordered?!"" No. No you can not. Samantha then took my mom's receipt and threw it away. My mom asked for it back so she can officially complain. I give them credit for following up, but they're a lost cause. It wasn't the $1.05 it would've cost for a new drink, it's that Samantha and her crew are the most unfriendly group people I've ever experienced and to eat their food again would be to poison myself with their abrasive unhelpful attitude.","Logan Square lot offer fast food lane, push comes shove least McDonald's decent go-to, right? This McDonald's lives world hipster laissez-fair attitude, something wrong, answer ""too bad."" I went McDonald's night mom ordered $16 worth food including two McFlurrys soft serve toppings dumped top, stale chicken nuggets 2 Diet Cokes. Only halfway meal mom notice drink tasted funny... She looked receipt saw cashier made one drink Coke Zero. I went counter told Samantha, manager, drink wrong I'd like Diet Coke. She said drink half empty I'd buy new one. The shock face washed like piece smooth sea glass. My mom also tried reason - ""Shouldn't customer get actually ordered?!"" No. No not. Samantha took mom's receipt threw away. My mom asked back officially complain. I give credit following up, they're lost cause. It $1.05 would've cost new drink, Samantha crew unfriendly group people I've ever experienced eat food would poison abrasive unhelpful attitude.",logan square lot offer fast food lane push come shove least mcdonald decent go right mcdonald life world hipster laissez fair attitude something wrong answer bad went mcdonald night mom ordered worth food including two mcflurrys soft serve topping dumped top stale chicken nugget diet coke halfway meal mom notice drink tasted funny looked receipt saw cashier made one drink coke zero went counter told samantha manager drink wrong like diet coke said drink half empty buy new one shock face washed like piece smooth sea glass mom also tried reason customer get actually ordered samantha took mom receipt threw away mom asked back officially complain give credit following lost cause would cost new drink samantha crew unfriendly group people ever experienced eat food would poison abrasive unhelpful attitude,7
781,"WORST MCDONALDS EVER!!I don't understand why the promotional signs are always in Spanish and not in English. ξThey should be in both languages or just English, unless the owner is racist and doesn't want English speaking people at the events.","WORST MCDONALDS EVER!!I understand promotional signs always Spanish English. ξThey languages English, unless owner racist want English speaking people events.",worst mcdonalds ever understand promotional sign always spanish english ξthey language english unless owner racist want english speaking people event,5
782,"The stingiest mcdonalds I've ever been to... Including downtown!!!Service: 4 -They were nice and spoke English. Great! ξ-Saw someone get a chocolate covered sundae... Only the darn thing wasn't even *covered*, as if they took an airbrush system and lightly sprayed a translucent film over. Tsk tsk Price: 3-they charge you for plastic bags, ketchup packers and god knows what else. I wouldn't be surprised if they charged me for napkins to-go.- gasped when I was told would be an extra 25 cents to get ketchup packets (a whole ketchup bottle wouldn't even cost you anymore than $2). Atmosphere: 4.5- went late afternoon, pretty empty; not loud, not dirty.Food: 2/5- didn't think I'd have to rate my food, until I came home and found that my fries were cold and stale as well as my nuggets. UGH. - irony is their employees understood english, but for the very first time in my life, they messed up my order. I said 1 ranch 1 barbecue... Instead 2 ranch sauce inside.","The stingiest mcdonalds I've ever to... Including downtown!!!Service: 4 -They nice spoke English. Great! ξ-Saw someone get chocolate covered sundae... Only darn thing even *covered*, took airbrush system lightly sprayed translucent film over. Tsk tsk Price: 3-they charge plastic bags, ketchup packers god knows else. I surprised charged napkins to-go.- gasped I told would extra 25 cents get ketchup packets (a whole ketchup bottle even cost anymore $2). Atmosphere: 4.5- went late afternoon, pretty empty; loud, dirty.Food: 2/5- think I'd rate food, I came home found fries cold stale well nuggets. UGH. - irony employees understood english, first time life, messed order. I said 1 ranch 1 barbecue... Instead 2 ranch sauce inside.",stingiest mcdonalds ever including downtown service nice spoke english great ξ saw someone get chocolate covered sundae darn thing even covered took airbrush system lightly sprayed translucent film tsk tsk price charge plastic bag ketchup packer god know else surprised charged napkin go gasped told would extra cent get ketchup packet whole ketchup bottle even cost anymore atmosphere went late afternoon pretty empty loud dirty food think rate food came home found fry cold stale well nugget ugh irony employee understood english first time life messed order said ranch barbecue instead ranch sauce inside,5
783,One of the best McDonald's in the city. This place is always clean and they have a great staff.,One best McDonald's city. This place always clean great staff.,one best mcdonald city place always clean great staff,8
784,"It's McDonalds people! It's not going to be the best place in the world! But, this is one of the best McDonalds in the city now. I even noticed a improvement in food quality, and high improvement in service.","It's McDonalds people! It's going best place world! But, one best McDonalds city now. I even noticed improvement food quality, high improvement service.",mcdonalds people going best place world one best mcdonalds city even noticed improvement food quality high improvement service,4
785,"This is probably the worst McDonald's ever. It doesn't matter what time of day I go, how many people are waiting in line, or how little I order, I ALWAYS end up spending at least 10 to 15 minutes waiting for my order. This is ""not so fast"" fast food! Some of my favorite visits include: - One person at the registers while the entire lobby started filling up with people. It's been about 25 years since I worked in fast food, but if memory serves me, when you have that many people you're supposed to open another register! Finally a worker who was just standing at the fry station doing nothing asked the manager if he can open another register. - Waiting 25 minutes for an iced coffee during a non-rush time. (Similarly, waiting 25 minutes for an ice cream cone on another occasion.) - Asking for a Shamrock shake and being told they ran out, only to see two be made and delivered to the customers right in front of me. I hate that this is the closest McDonald's to me and I have no choice but to go here. Get your shit together, Logan Square McDonald's, or the scary clown might get you!","This probably worst McDonald's ever. It matter time day I go, many people waiting line, little I order, I ALWAYS end spending least 10 15 minutes waiting order. This ""not fast"" fast food! Some favorite visits include: - One person registers entire lobby started filling people. It's 25 years since I worked fast food, memory serves me, many people supposed open another register! Finally worker standing fry station nothing asked manager open another register. - Waiting 25 minutes iced coffee non-rush time. (Similarly, waiting 25 minutes ice cream cone another occasion.) - Asking Shamrock shake told ran out, see two made delivered customers right front me. I hate closest McDonald's I choice go here. Get shit together, Logan Square McDonald's, scary clown might get you!",probably worst mcdonald ever matter time day go many people waiting line little order always end spending least minute waiting order fast fast food favorite visit include one person register entire lobby started filling people year since worked fast food memory serf many people supposed open another register finally worker standing fry station nothing asked manager open another register waiting minute iced coffee non rush time similarly waiting minute ice cream cone another occasion asking shamrock shake told ran see two made delivered customer right front hate closest mcdonald choice go get shit together logan square mcdonald scary clown might get,8
786,When I go to McDonald's (which is rare) I am looking for greasy food and consistency. ξThe Double Cheeseburger I had today was dry and nasty. ξCan you believe it? ξHell is freezing over.2 stars because they were nice.,When I go McDonald's (which rare) I looking greasy food consistency. ξThe Double Cheeseburger I today dry nasty. ξCan believe it? ξHell freezing over.2 stars nice.,go mcdonald rare looking greasy food consistency ξthe double cheeseburger today dry nasty ξcan believe ξhell freezing star nice,9
787,"This place was AWFUL before! But then it got a face lift. They demo'd the building and rebuilt it from scratch. Why do I mention this? Well, I think it gave the staff some pride in their job because things are better than before. It looks clean and fresh, the staff is friendly. The service is markedly improved (although some new staff still learning). It's hard to change people's perceptions, but this place did. Nice job. Don't go back to the way you were.","This place AWFUL before! But got face lift. They demo'd building rebuilt scratch. Why I mention this? Well, I think gave staff pride job things better before. It looks clean fresh, staff friendly. The service markedly improved (although new staff still learning). It's hard change people's perceptions, place did. Nice job. Don't go back way were.",place awful got face lift demo building rebuilt scratch mention well think gave staff pride job thing better look clean fresh staff friendly service markedly improved although new staff still learning hard change people perception place nice job go back way,5
788,"LOL.Soooo many one star reviews. It's McDonald's, people. In a middling at best part of Chicago. You were expecting?The people watching is good for the junkie/homeless person tip, and well, they have Big Macs. I don't know what else to say.","LOL.Soooo many one star reviews. It's McDonald's, people. In middling best part Chicago. You expecting?The people watching good junkie/homeless person tip, well, Big Macs. I know else say.",lol soooo many one star review mcdonald people middling best part chicago expecting people watching good junkie homeless person tip well big mac know else say,1
789,"I was in the Logan Sq. area and stopped in for a Big Mac. Found out the store was just rebuilt from another regular customer. The New face Lift on this McDonald's is Fantastic. The Crew seemed very upbeat. Service was very Friendly, Food was as expected from a McDonald's, hot off the grill and McDonald's fries are the best when hot. Mine were perfect.","I Logan Sq. area stopped Big Mac. Found store rebuilt another regular customer. The New face Lift McDonald's Fantastic. The Crew seemed upbeat. Service Friendly, Food expected McDonald's, hot grill McDonald's fries best hot. Mine perfect.",logan sq area stopped big mac found store rebuilt another regular customer new face lift mcdonald fantastic crew seemed upbeat service friendly food expected mcdonald hot grill mcdonald fry best hot mine perfect,5
790,"Slow McDonald's. They've jazzed up their appearance, but it's still the same ol' Slow McDonald's. It's a pretty hip place to eat, but you have to pay for refills, and I believe I saw a Cosby-sweater clad gentleman eat a McNugget off the floor. Overall, great atmosphere. It's a place where you can really sit down with your family and enjoy some food.I miss the old Slow McDonald's.","Slow McDonald's. They've jazzed appearance, still ol' Slow McDonald's. It's pretty hip place eat, pay refills, I believe I saw Cosby-sweater clad gentleman eat McNugget floor. Overall, great atmosphere. It's place really sit family enjoy food.I miss old Slow McDonald's.",slow mcdonald jazzed appearance still ol slow mcdonald pretty hip place eat pay refill believe saw cosby sweater clad gentleman eat mcnugget floor overall great atmosphere place really sit family enjoy food miss old slow mcdonald,1
791,"Horrible McDonalds. ξYes, I get it, its a fast food place and things will get messed up, but there is a line. ξEverytime I went there, something was messed up with my order. ξA couple of time I went there and ordered a large fry and a Coke, but got a 10 piece chicken nugget with a root beer, then the rest of the time I would always get either the wrong drink, wrong size of something, or the entire order would be all wrong. ξHow does that happen every time?","Horrible McDonalds. ξYes, I get it, fast food place things get messed up, line. ξEverytime I went there, something messed order. ξA couple time I went ordered large fry Coke, got 10 piece chicken nugget root beer, rest time I would always get either wrong drink, wrong size something, entire order would wrong. ξHow happen every time?",horrible mcdonalds ξyes get fast food place thing get messed line ξeverytime went something messed order ξa couple time went ordered large fry coke got piece chicken nugget root beer rest time would always get either wrong drink wrong size something entire order would wrong ξhow happen every time,9
792,"Of all the McDonald's restaurants in America, I believe this is the worst.The parking lot is cramped and begging for a low-speed crash.On a Saturday afternoon, my friends and I were told no carbonated beverages were available. No Coke with my McNuggets? Criminal.The bathroom doors are locked and require an attendant to unlock them, which suggests to me few people have washed their hands before eating. And with the length of lines here, who would go to the trouble of getting the bathroom opened up?And charging for extra condiments? WTF?","Of McDonald's restaurants America, I believe worst.The parking lot cramped begging low-speed crash.On Saturday afternoon, friends I told carbonated beverages available. No Coke McNuggets? Criminal.The bathroom doors locked require attendant unlock them, suggests people washed hands eating. And length lines here, would go trouble getting bathroom opened up?And charging extra condiments? WTF?",mcdonald restaurant america believe worst parking lot cramped begging low speed crash saturday afternoon friend told carbonated beverage available coke mcnuggets criminal bathroom door locked require attendant unlock suggests people washed hand eating length line would go trouble getting bathroom opened charging extra condiment wtf,6
793,"For years I've come to this McDonalds, but as the managers came and went the service and atmosphere has gotten worse, and worse. ξI have stopped going here as of January 1,2011. I'll tell you why. I stopped in to get my usual order but had to make a call out of state to my mom real quick, she didn't answered so I left a message (just so you know I wasn't there having a long conversation - and I sat because I don't like talking on a phone as I'm in line) I ended the call then immediately started looking for an address to someplace I was headed to, this all took a few minutes - not ten, fifteen or longer - a couple minutes. But before I could stand up and head on over to the counter I was approached by I believe the manager who didn't start off by saying ""Welcome to McDonalds..."" I instead got, ""Have you ordered yet?"", ""You can only be here 30 minutes"", and went into some speech about ordering, customers and length of time to be there??? I was like WTH? I told them I AM a customer, and in fact ξwas just there hours earlier for breakfast and before I could say that I AM going to order they tapped on the wall as if to say ""you gotta go"" and walked away after giving me the third degree and truly made me feel unwelcomed. This was a VERY unpleasant encounter with this manager. I have NEVER just sat in a McDonalds, or any venue and not ordered. I DO NOT LOITER and was quite offended that this person insinuated that. ξIn fact, I always order and take it home except this day I did sit for a a minute ( and earlier at breakfast I ordered my usual grub and sat maybe 5-7 minutes and took the rest home) or two as I completed my call, but I just got there and it was like this person appeared out of nowhere and started grilling me? What ever happened to ""Welcome to McDonalds""? I was stunned, and offended at how I was treated. NEVER going back!!! Burger King may be further away, but I'd rather go there and not be insulted.","For years I've come McDonalds, managers came went service atmosphere gotten worse, worse. stopped going January 1,2011. I'll tell why. I stopped get usual order make call state mom real quick, answered I left message (just know I long conversation - I sat I like talking phone I'm line) I ended call immediately started looking address someplace I headed to, took minutes - ten, fifteen longer - couple minutes. But I could stand head counter I approached I believe manager start saying ""Welcome McDonalds..."" I instead got, ""Have ordered yet?"", ""You 30 minutes"", went speech ordering, customers length time there??? I like WTH? I told I AM customer, fact ξwas hours earlier breakfast I could say I AM going order tapped wall say ""you gotta go"" walked away giving third degree truly made feel unwelcomed. This VERY unpleasant encounter manager. I NEVER sat McDonalds, venue ordered. I DO NOT LOITER quite offended person insinuated that. ξIn fact, I always order take home except day I sit minute ( earlier breakfast I ordered usual grub sat maybe 5-7 minutes took rest home) two I completed call, I got like person appeared nowhere started grilling me? What ever happened ""Welcome McDonalds""? I stunned, offended I treated. NEVER going back!!! Burger King may away, I'd rather go insulted.",year come mcdonalds manager came went service atmosphere gotten worse worse ξi stopped going january tell stopped get usual order make call state mom real quick answered left message know long conversation sat like talking phone line ended call immediately started looking address someplace headed took minute ten fifteen longer couple minute could stand head counter approached believe manager start saying welcome mcdonalds instead got ordered yet minute went speech ordering customer length time like wth told customer fact ξwas hour earlier breakfast could say going order tapped wall say got ta go walked away giving third degree truly made feel unwelcomed unpleasant encounter manager never sat mcdonalds venue ordered loiter quite offended person insinuated ξin fact always order take home except day sit minute earlier breakfast ordered usual grub sat maybe minute took rest home two completed call got like person appeared nowhere started grilling ever happened welcome mcdonalds stunned offended treated never going back burger king may away rather go insulted,7
794,FOR THE LOVE OF GOD PLEASE SALT YOUR FRIES LIKE THE OTHER MCDONALDS DO! ξBland bland bland. Can someone throw me a bone here? I feel like having a little salt on your fries isn't asking too much.,FOR THE LOVE OF GOD PLEASE SALT YOUR FRIES LIKE THE OTHER MCDONALDS DO! ξBland bland bland. Can someone throw bone here? I feel like little salt fries asking much.,love god please salt fry like mcdonalds ξbland bland bland someone throw bone feel like little salt fry asking much,1
795,"Despite this being the closest McDonalds to my place, it isn't the one I frequent most often. ξI've found the lines, both the drive through and inside, tend to be very long. ξUsually I go down the street to the Milwaukee/Western McDonalds as there is rarely a line, and if there is, it moves quickly. ξI've had no problem with the food at this location, just a preference for fast service.","Despite closest McDonalds place, one I frequent often. ξI've found lines, drive inside, tend long. ξUsually I go street Milwaukee/Western McDonalds rarely line, is, moves quickly. ξI've problem food location, preference fast service.",despite closest mcdonalds place one frequent often ξi found line drive inside tend long ξusually go street milwaukee western mcdonalds rarely line move quickly ξi problem food location preference fast service,0
796,"The people who work here are great and always cheerful, but they REALLY need to replace the sound system for their drive through. ξMore often than not they WILL screw something up, especially if it's a larger order. ξHowever, their prices are usually a little better than the McDucks in Bucktown, that one is overpriced.","The people work great always cheerful, REALLY need replace sound system drive through. ξMore often WILL screw something up, especially larger order. ξHowever, prices usually little better McDucks Bucktown, one overpriced.",people work great always cheerful really need replace sound system drive ξmore often screw something especially larger order ξhowever price usually little better mcducks bucktown one overpriced,9
797,"HA! I read the reviews and could not agree more with what's been said. It's still all very true, unfortunately, based on my personal observation. To top it all off, I walked into the place to get some food, and found my car gone--AFTER my purchase was made!! A gentleman in the parking lot was kind enough to offer me the address and phone number of the towing facility, for whom he worked... I DO NOT hold the towing company responsible for doing what they believe is their job. I do, however, hold this business responsible for hiring people without a sense of observation, intelligence, common sense, humility, and accountability. Don't waste your property, cash, time, nor curiosity to even look at this place, because it's filthy on the inside: the floors of overlooked dirt and grime, door handles with more grease than gears in a sewing machine, the food always arrives after your next birthday (it seems) to get when ""prepared,"" and I don't think anyone has looked up at me once to offer me a sense of being heard and understood. When the staff rings up your receipt, they do nothing but look on in fatigue at their own reflections, and observe a strange sense of love, from cold comforts in the scratched up, ""stained-less"" steel counter tops.To the CDC: save a life, and look twice--the dirt and trained monkeys might have escaped from the same lab and work somewhere inside. The only thing fresh in this place is what will be on the toilette paper the next day as a result of the oil that, I imagine, was obtained from an underworld market exchange fashioned by cheap costs and the flesh of missing persons. Of course, some may say that I inflate the truth; consequently, that's how you feel when you pay money for something at a place that cheats you out of more than simply the so-called ""food."" Well--find out for yourself, or continue reading the content which others wrote here to save yourself a hospital bill and walking off 6 pounds to get your car back. Take our word for it, please: if you are even an ounce above organ failure from lack of food, attempt survival elsewhere to increase your chances of disappointment discovered as much more potentially pleasurable than those found at this location.","HA! I read reviews could agree what's said. It's still true, unfortunately, based personal observation. To top off, I walked place get food, found car gone--AFTER purchase made!! A gentleman parking lot kind enough offer address phone number towing facility, worked... I DO NOT hold towing company responsible believe job. I do, however, hold business responsible hiring people without sense observation, intelligence, common sense, humility, accountability. Don't waste property, cash, time, curiosity even look place, filthy inside: floors overlooked dirt grime, door handles grease gears sewing machine, food always arrives next birthday (it seems) get ""prepared,"" I think anyone looked offer sense heard understood. When staff rings receipt, nothing look fatigue reflections, observe strange sense love, cold comforts scratched up, ""stained-less"" steel counter tops.To CDC: save life, look twice--the dirt trained monkeys might escaped lab work somewhere inside. The thing fresh place toilette paper next day result oil that, I imagine, obtained underworld market exchange fashioned cheap costs flesh missing persons. Of course, may say I inflate truth; consequently, that's feel pay money something place cheats simply so-called ""food."" Well--find yourself, continue reading content others wrote save hospital bill walking 6 pounds get car back. Take word it, please: even ounce organ failure lack food, attempt survival elsewhere increase chances disappointment discovered much potentially pleasurable found location.",ha read review could agree said still true unfortunately based personal observation top walked place get food found car gone purchase made gentleman parking lot kind enough offer address phone number towing facility worked hold towing company responsible believe job however hold business responsible hiring people without sense observation intelligence common sense humility accountability waste property cash time curiosity even look place filthy inside floor overlooked dirt grime door handle grease gear sewing machine food always arrives next birthday seems get prepared think anyone looked offer sense heard understood staff ring receipt nothing look fatigue reflection observe strange sense love cold comfort scratched stained le steel counter top cdc save life look twice dirt trained monkey might escaped lab work somewhere inside thing fresh place toilette paper next day result oil imagine obtained underworld market exchange fashioned cheap cost flesh missing person course may say inflate truth consequently feel pay money something place cheat simply called food well find continue reading content others wrote save hospital bill walking pound get car back take word please even ounce organ failure lack food attempt survival elsewhere increase chance disappointment discovered much potentially pleasurable found location,9
798,Slow and dirty....AND why do you have to wait in the drive thru for 5+ minutes at 6:45 am? It's not like there is a rush and they can't keep up with the orders....,Slow dirty....AND wait drive thru 5+ minutes 6:45 am? It's like rush can't keep orders....,slow dirty wait drive thru minute like rush keep order,5
799,"The argument can be made that reviewing a McDonald's is a waste of everyone's time. ξThis McDonald's, however, warrants special mention. ξAlthough the place is reasonably clean and they generally get your order right, the length of time it takes for this to happen is genuinely baffling. ξNo matter what time of day you come in or how busy the place happens to be, it will always take far longer to complete your transaction than it reasonably should. ξIn light of the fact that speed is supposed to be the selling point of a McDonald's, I'd call this particular location a failure.","The argument made reviewing McDonald's waste everyone's time. ξThis McDonald's, however, warrants special mention. ξAlthough place reasonably clean generally get order right, length time takes happen genuinely baffling. ξNo matter time day come busy place happens be, always take far longer complete transaction reasonably should. ξIn light fact speed supposed selling point McDonald's, I'd call particular location failure.",argument made reviewing mcdonald waste everyone time ξthis mcdonald however warrant special mention ξalthough place reasonably clean generally get order right length time take happen genuinely baffling ξno matter time day come busy place happens always take far longer complete transaction reasonably ξin light fact speed supposed selling point mcdonald call particular location failure,2
800,"This is my neighborhood McDonalds. ξThis place is actually pretty busy, and is quite nice and clean on the inside. ξThere is usually plenty of staff too. ξI'm not sure about order accuracy, since I don't challenge them too much, but service is usually friendly and fast. ξHey its a McDonalds, so its either functioning or its not. ξThis one is. ξI miss the old dark meat nuggets. ξThey were my favorite.","This neighborhood McDonalds. ξThis place actually pretty busy, quite nice clean inside. ξThere usually plenty staff too. ξI'm sure order accuracy, since I challenge much, service usually friendly fast. ξHey McDonalds, either functioning not. ξThis one is. miss old dark meat nuggets. ξThey favorite.",neighborhood mcdonalds ξthis place actually pretty busy quite nice clean inside ξthere usually plenty staff ξi sure order accuracy since challenge much service usually friendly fast ξhey mcdonalds either functioning ξthis one ξi miss old dark meat nugget ξthey favorite,8
801,"I hate fast food places, I only get iced coffee and yogurt parfait at McDonalds. I feel this is just your typical McD's, although it is a bit older.","I hate fast food places, I get iced coffee yogurt parfait McDonalds. I feel typical McD's, although bit older.",hate fast food place get iced coffee yogurt parfait mcdonalds feel typical mcd although bit older,8
802,"i also live in the neighborhood of this mickey dees..and the only reason i go there is for con-veen-yence..(shut up, you know how to spell it)...otherwise i would never visit this place..everytime i go there, they give me 2 or 3 napkins at the most , and never give me enuff straws for my drinks..i hate gettin' home and having to take the lid off to drink my soda..it never fails..even if i ask them for straws, they are always a drink short! ξbut hey, it is mcdonald's what do u expect?!","also live neighborhood mickey dees..and reason go con-veen-yence..(shut up, know spell it)...otherwise would never visit place..everytime go there, give 2 3 napkins , never give enuff straws drinks..i hate gettin' home take lid drink soda..it never fails..even ask straws, always drink short! ξbut hey, mcdonald's u expect?!",also live neighborhood mickey dees reason go con veen yence shut know spell otherwise would never visit place everytime go give napkin never give enuff straw drink hate gettin home take lid drink soda never fails even ask straw always drink short ξbut hey mcdonald u expect,2
803,"i truly cannot stand this mc donalds, the service is always too slow and they have given me the wrong order 4 out of 5 times i've been here. but the workers tend to be nice.","truly cannot stand mc donalds, service always slow given wrong order 4 5 times i've here. workers tend nice.",truly can not stand mc donalds service always slow given wrong order time worker tend nice,1
804,"I love this place. I avoid it at high-volume times like I avoid almost all places right at the peak AM, afternoon. They have dipped cones & know how to dip cones. That's about as good as it gets for me.The people are always friendly & quick getting your order taken. They also don't judge a gal for ordering a dipped cone at 10am......Thank you!","I love place. I avoid high-volume times like I avoid almost places right peak AM, afternoon. They dipped cones & know dip cones. That's good gets me.The people always friendly & quick getting order taken. They also judge gal ordering dipped cone 10am......Thank you!",love place avoid high volume time like avoid almost place right peak afternoon dipped cone know dip cone good get people always friendly quick getting order taken also judge gal ordering dipped cone thank,2
